disease,metric,country_iso3,date,value,unit,source,freq
malaria,incidence,IND,7/1/2020,5.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,8/1/2020,5.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,9/1/2020,5.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,10/1/2020,5.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,11/1/2020,5.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,12/1/2020,5.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,1/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,2/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,3/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,4/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,5/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,6/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,7/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,8/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,9/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,10/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,11/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,12/1/2021,4.9,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,1/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,2/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,3/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,4/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,5/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,6/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,7/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,8/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,9/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,10/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,11/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,12/1/2022,3.8,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,1/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,2/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,3/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,4/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,5/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,6/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,7/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,8/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,9/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,10/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,11/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,12/1/2023,3,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,1/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,2/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,3/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,4/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,5/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,6/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,7/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,8/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,9/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,10/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,11/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
malaria,incidence,IND,12/1/2024,2.2,per_1000_at_risk,World Bank SH.MLR.INCD.P3 (interpolated),M
