disease,metric,country_iso3,date,value,unit,source,freq
influenza,ILI_percent,LKA,3/1/2021,3.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,4/1/2021,2.6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,5/1/2021,4.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,6/1/2021,6.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,7/1/2021,7.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,8/1/2021,7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,9/1/2021,4.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,10/1/2021,3.7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,11/1/2021,5.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,12/1/2021,7.2,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,1/1/2021,6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,2/1/2021,4.6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,3/1/2021,3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,4/1/2021,2.2,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,5/1/2021,3.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,6/1/2021,6.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,7/1/2021,6.7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,8/1/2021,6.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,9/1/2021,3.8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,10/1/2021,3.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,11/1/2021,4.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,12/1/2021,6.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,1/1/2022,7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,2/1/2022,5.2,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,3/1/2022,3.6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,4/1/2022,2.8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,5/1/2022,4.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,6/1/2022,7.4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,7/1/2022,8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,8/1/2022,7.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,9/1/2022,4.7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,10/1/2022,4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,11/1/2022,6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,12/1/2022,7.8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,1/1/2022,6.6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,2/1/2022,5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,3/1/2022,3.4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,4/1/2022,2.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,5/1/2022,4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,6/1/2022,6.7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,7/1/2022,7.4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,8/1/2022,7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,9/1/2022,4.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,10/1/2022,3.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,11/1/2022,5.4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,12/1/2022,7.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,1/1/2023,7.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,2/1/2023,5.6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,3/1/2023,3.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,4/1/2023,3.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,5/1/2023,4.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,6/1/2023,7.8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,7/1/2023,8.4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,8/1/2023,7.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,9/1/2023,4.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,10/1/2023,4.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,11/1/2023,6.4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,12/1/2023,8.2,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,1/1/2023,7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,2/1/2023,5.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,3/1/2023,3.7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,4/1/2023,2.8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,5/1/2023,4.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,6/1/2023,7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,7/1/2023,7.6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,8/1/2023,7.2,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,9/1/2023,4.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,10/1/2023,3.7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,11/1/2023,5.8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,12/1/2023,7.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,1/1/2024,7.8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,2/1/2024,5.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,3/1/2024,4.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,4/1/2024,3.4,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,5/1/2024,5.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,6/1/2024,8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,7/1/2024,8.6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,8/1/2024,8.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,9/1/2024,5.1,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,10/1/2024,4.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,11/1/2024,6.7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,LKA,12/1/2024,8.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,1/1/2024,7.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,2/1/2024,5.5,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,3/1/2024,3.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,4/1/2024,3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,5/1/2024,4.6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,6/1/2024,7.2,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,7/1/2024,7.8,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,8/1/2024,7.3,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,9/1/2024,4.7,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,10/1/2024,3.9,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,11/1/2024,6,%,FluNet/CDC (seasonal estimate),M
influenza,ILI_percent,IND,12/1/2024,7.7,%,FluNet/CDC (seasonal estimate),M
