disease,metric,country_iso3,date,value,unit,source,freq
covid,cases,LKA,7/1/2023,300,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,8/1/2023,250,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,9/1/2023,200,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,10/1/2023,150,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,11/1/2023,120,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,12/1/2023,100,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,1/1/2024,90,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,2/1/2024,80,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,3/1/2024,70,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,4/1/2024,60,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,5/1/2024,50,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,6/1/2024,50,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,7/1/2024,40,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,8/1/2024,40,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,9/1/2024,30,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,10/1/2024,30,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,11/1/2024,20,cases,OWID/disease.sh monthly (summarized),M
covid,cases,LKA,12/1/2024,20,cases,OWID/disease.sh monthly (summarized),M
