disease,metric,country_iso3,date,value,unit,source,freq
dengue,cases,WLD,10/1/2019,350000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,10/1/2019,8400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,10/1/2019,15000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,11/1/2019,350000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,11/1/2019,8400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,11/1/2019,15000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,12/1/2019,350000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,12/1/2019,8400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,12/1/2019,15000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,1/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,1/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,1/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,2/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,2/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,2/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,3/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,3/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,3/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,4/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,4/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,4/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,5/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,5/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,5/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,6/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,6/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,6/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,7/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,7/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,7/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,8/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,8/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,8/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,9/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,9/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,9/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,10/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,10/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,10/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,11/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,11/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,11/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,12/1/2020,250000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,12/1/2020,2500,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,12/1/2020,9200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,1/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,1/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,1/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,2/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,2/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,2/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,3/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,3/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,3/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,4/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,4/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,4/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,5/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,5/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,5/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,6/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,6/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,6/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,7/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,7/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,7/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,8/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,8/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,8/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,9/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,9/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,9/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,10/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,10/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,10/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,11/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,11/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,11/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,12/1/2021,200000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,12/1/2021,1700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,12/1/2021,11000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,1/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,1/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,1/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,2/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,2/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,2/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,3/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,3/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,3/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,4/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,4/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,4/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,5/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,5/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,5/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,6/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,6/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,6/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,7/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,7/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,7/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,8/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,8/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,8/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,9/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,9/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,9/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,10/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,10/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,10/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,11/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,11/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,11/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,12/1/2022,360000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,12/1/2022,6400,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,12/1/2022,21700,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,1/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,1/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,1/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,2/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,2/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,2/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,3/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,3/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,3/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,4/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,4/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,4/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,5/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,5/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,5/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,6/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,6/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,6/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,7/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,7/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,7/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,8/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,8/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,8/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,9/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,9/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,9/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,10/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,10/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,10/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,11/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,11/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,11/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,12/1/2023,400000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,12/1/2023,7200,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,12/1/2023,25000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,1/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,1/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,1/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,2/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,2/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,2/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,3/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,3/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,3/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,4/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,4/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,4/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,5/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,5/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,5/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,6/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,6/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,6/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,7/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,7/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,7/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,8/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,8/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,8/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,9/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,9/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,9/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,10/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,10/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,10/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,11/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,11/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,11/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,WLD,12/1/2024,500000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,LKA,12/1/2024,8000,cases,WHO GHO (interpolated from yearly),M
dengue,cases,IND,12/1/2024,30000,cases,WHO GHO (interpolated from yearly),M
