disease,metric,country_iso3,date,value,unit,source,freq,country_name
covid,cases,IND,4/1/2021,7000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,4/1/2022,400000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,4/1/2023,500000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,4/1/2024,15000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,5/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,5/1/2020,180000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,5/1/2021,9000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,5/1/2022,300000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,5/1/2023,300000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,5/1/2024,12000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,6/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,6/1/2020,400000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,6/1/2021,5000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,6/1/2022,200000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,6/1/2023,100000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,6/1/2024,10000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,7/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,7/1/2020,1200000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,7/1/2021,2000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,7/1/2022,300000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,7/1/2023,80000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,7/1/2024,9000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,8/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,8/1/2020,2000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,8/1/2021,1500000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,8/1/2022,400000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,8/1/2023,60000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,8/1/2024,8000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,9/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,9/1/2020,2500000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,9/1/2021,1000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,9/1/2022,300000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,9/1/2023,40000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,IND,9/1/2024,7000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,1/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,1/1/2020,50.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,1/1/2021,5000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,1/1/2022,90000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,1/1/2023,1200.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,1/1/2024,90.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,10/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,10/1/2020,1200.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,10/1/2021,40000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,10/1/2022,3000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,10/1/2023,150.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,10/1/2024,30.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,11/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,11/1/2020,3000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,11/1/2021,20000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,11/1/2022,2000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,11/1/2023,120.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,11/1/2024,20.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,12/1/2019,10.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,12/1/2020,4500.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,12/1/2021,15000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,12/1/2022,1500.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,12/1/2023,100.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,12/1/2024,20.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,2/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,2/1/2020,150.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,2/1/2021,4000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,2/1/2022,70000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,2/1/2023,800.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,2/1/2024,80.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,3/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,3/1/2020,600.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,3/1/2021,8000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,3/1/2022,40000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,3/1/2023,600.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,3/1/2024,70.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,4/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,4/1/2020,1200.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,4/1/2021,15000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,4/1/2022,20000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,4/1/2023,500.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,4/1/2024,60.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,5/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,5/1/2020,900.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,5/1/2021,30000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,5/1/2022,10000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,5/1/2023,400.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,5/1/2024,50.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,6/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,6/1/2020,700.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,6/1/2021,50000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,6/1/2022,8000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,6/1/2023,350.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,6/1/2024,50.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,7/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,7/1/2020,500.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,7/1/2021,75000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,7/1/2022,6000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,7/1/2023,300.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,7/1/2024,40.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,8/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,8/1/2020,600.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,8/1/2021,120000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,8/1/2022,7000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,8/1/2023,250.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,8/1/2024,40.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,9/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,9/1/2020,800.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,9/1/2021,80000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,9/1/2022,5000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,9/1/2023,200.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,LKA,9/1/2024,30.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,1/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,1/1/2020,50000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,1/1/2021,30000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,1/1/2022,90000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,1/1/2023,25000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,1/1/2024,1000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,10/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,10/1/2020,15000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,10/1/2021,20000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,10/1/2022,8000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,10/1/2023,2000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,10/1/2024,350000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,11/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,11/1/2020,20000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,11/1/2021,25000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,11/1/2022,10000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,11/1/2023,1500000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,11/1/2024,300000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,12/1/2019,5000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,12/1/2020,25000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,12/1/2021,40000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,12/1/2022,20000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,12/1/2023,1000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,12/1/2024,250000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,2/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,2/1/2020,100000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,2/1/2021,25000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,2/1/2022,60000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,2/1/2023,10000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,2/1/2024,900000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,3/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,3/1/2020,1000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,3/1/2021,35000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,3/1/2022,35000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,3/1/2023,6000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,3/1/2024,800000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,4/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,4/1/2020,3000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,4/1/2021,50000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,4/1/2022,20000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,4/1/2023,5000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,4/1/2024,700000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,5/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,5/1/2020,6000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,5/1/2021,45000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,5/1/2022,15000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,5/1/2023,4000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,5/1/2024,600000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,6/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,6/1/2020,7000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,6/1/2021,30000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,6/1/2022,10000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,6/1/2023,3000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,6/1/2024,500000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,7/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,7/1/2020,8000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,7/1/2021,25000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,7/1/2022,15000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,7/1/2023,4000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,7/1/2024,500000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,8/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,8/1/2020,10000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,8/1/2021,35000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,8/1/2022,18000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,8/1/2023,5000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,8/1/2024,450000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,9/1/2019,0.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,9/1/2020,12000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,9/1/2021,30000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,9/1/2022,12000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,9/1/2023,3000000.0,cases,OWID/disease.sh monthly (summarized),M,
covid,cases,WLD,9/1/2024,400000.0,cases,OWID/disease.sh monthly (summarized),M,
dengue,cases,IND,1/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,1/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,1/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,1/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,1/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,1/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,10/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,10/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,10/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,10/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,10/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,10/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,11/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,11/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,11/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,11/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,11/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,11/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,12/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,12/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,12/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,12/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,12/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,12/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,2/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,2/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,2/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,2/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,2/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,2/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,3/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,3/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,3/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,3/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,3/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,3/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,4/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,4/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,4/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,4/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,4/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,4/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,5/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,5/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,5/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,5/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,5/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,5/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,6/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,6/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,6/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,6/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,6/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,6/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,7/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,7/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,7/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,7/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,7/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,7/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,8/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,8/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,8/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,8/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,8/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,8/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,9/1/2019,15000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,9/1/2020,9200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,9/1/2021,11000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,9/1/2022,21700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,9/1/2023,25000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,IND,9/1/2024,30000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,1/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,1/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,1/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,1/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,1/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,1/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,10/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,10/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,10/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,10/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,10/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,10/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,11/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,11/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,11/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,11/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,11/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,11/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,12/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,12/1/2020,2500.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,12/1/2021,1700.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,12/1/2022,6400.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,12/1/2023,7200.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,12/1/2024,8000.0,cases,WHO GHO (interpolated from yearly),M,
dengue,cases,LKA,2/1/2019,8400.0,cases,WHO GHO (interpolated from yearly),M,
